timestamp,model,total,ok,err,ram_max_gb,vram_used_mib,vram_free_mib,gpu_util_pct
2026-05-18T21:09:14,dreamx-world_small,10,10,0,15.93,31971,217,99
2026-05-18T21:09:14,dreamx-world_small,10,10,0,15.93,31971,217,99
2026-05-18T21:09:14,dreamx-world_small,10,10,0,15.93,31971,217,99
2026-05-18T21:09:14,matrix-game-3,12,12,0,15.93,31971,217,99
